workerID,HitID,assignmentID,userid
A1D29I8BCK7FRB,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3IOEN3P9S81LBLY7YHPDPURA5QB61W,4866761495
A3A9S5912C0EOK,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3IOEN3P9S81LBLY7YHPDPURA5U116P,124676677
A26OTGC29SXAMR,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3J4Q2Z4UTZL7M4XUAESWOPYV174WQW,14700362
A9EVF0SO2IUJ0,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3JNQLM5FT54AJRJA4PVTJWJCNQ0L2K,2757618141
A1EQNP2N574HJK,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3JV9LGBJWUW846UEGWWADHH7SISOGD,618262002
A1U8DLJ3NHGPJD,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3JWH6J9I9TVUV4MRZV4JXHQ5MWKNB7,760486670
A27LR932J8F67W,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3JZQSN0I3RSEYTHLHTDKQN8T0H9FGQ,340328183
A3VOMP0WOJTB4I,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3K5TEWLKGWTHQH967WIRTLOV3OBIVV,337117757
A309RVXD3HWRJ5,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3KMS4QQVK38J0FD47KYZOF0M7UBFK6,960613109865111553
ATOV0H5KQHI29,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3KMS4QQVK38J0FD47KYZOF0M7YDKFL,1586144347
A309NIAYPC8GCP,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3KYQYYSHYWP5SMKNE6V27WEAFM6ODP,817344086977953792
A3M375MH6PVACZ,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3LOZAJ85YEV5JL0ZI8YHUQEZUZSX20,966890985492946944
A1JN13098RIE78,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3LUY3GC630I7WDVE2T5VW4943GI7PF,30885755
A1M8JDV3X0IXIW,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3MD9PLUKKJWQD2P759KMJZX8DUGNZD,218145510
A3KKPCU6AHF1ZV,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3MX2NQ3YCACXIIJM0R0FSXHBE9BX5T,31270996
A2HI8UBLE44QQX,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3N4BPTXIO9A8JXAU29TYAF1PHMRKUL,1371344232
ATJQ7ZHUVJQPF,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3ND9UOO81LKWV7HHI9K073Z1R25WLX,31334595
A2S29Z3AE4M8FS,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3ND9UOO81LKWV7HHI9K073Z1R27WLZ,82969346
A2HIPDBIQTFGAX,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3O6CYIULEEJZEX4BRNC1YQVK4OLWU4,16222354
A1EWDZETUKLTW1,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3OLQQLKKNT7WJH7QUOEH5IF9G8YJE3,209046930
A38YLXHJTSE5VD,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3OS4RQUCRAXI7C9A17L6PCHWK42FBU,36342667
A2PKN12DUW60S9,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3PPTZCWALR2BGZ2ZL1C3NTSDI54QZ4,462681189
A2RM7UDNEN145R,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3QFUFYSY9ZXYMDO1MSBJHYBQAB04FQ,52826907
A748ETX7W2MBZ,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3QFUFYSY9ZXYMDO1MSBJHYBQACPF4S,160921173
AGYU1N4MKSK04,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3R9WASFE20YEPACQ7L19BUOZB8UFZ8,546374520
A3FMI8V8R5COHM,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3RRCEFRB7NU89WCLHQPNY8K5VBM4BI,191830115
A1KRDMJ471H2RH,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3RUIQRXJBC6GKD5IEVDYYSILTUCLL2,864192100660858881
A1NKPYLMD39KEJ,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3RYC5T2D74BHEWFTB7311L044W1RPV,340556639
A18FPXIJYCTETD,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3S06PH7KSSMKWUDM84XRV012MGN1DG,2251105818
A2S1JT2XL8UFXF,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3SB4CE2TJWDUOOV3VNRW08XX6R2AXA,542082433
A3A4ZWV53ALGGD,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3SLE99ER0OVOCT0A2JFDS4XEW52ZB0,19468299
AY9ZVK32I1P1L,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3STRJBFXOX9TJKV5243O5JFNY3KKTK,32289816
A2MS8XAQFDE0WL,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3TDXMTX3CCCWBRU56OAJHT8WMV5I6P,25771304
AVDUXHRQITRAV,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3TEM0PF1Q6FKP5S4CLTRHVISHK4D04,276962368
ABP4XM381AJ0K,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3TPWUS5F8AJ3S3NB5WR14K9EXTXWCN,955164354629873664
A3T9C1USL4V4IJ,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3TS1AR6UQRWV506KOQ9QKAV01ADF72,17928146
A1Q2PXYUSNBCD2,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3U5JL4WY5LRFMZFMMMH5N5BXEI8X4Q,2479482678
A2TP7ZJ97K60S,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3UN61F00HX7DLMXARSUN3FVNDSSR5T,61319629
A3HZVYM7ARK1Y8,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3UNH76FOCTNKQUU2XM33SDZ62E8YMB,28738974
A1HS2UT856NZSV,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3VHHR074H4ZH5SGGA1COFN0KY6X7LX,520900379
A16CWP0EB59BJN,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3WEV0KO0ONAKQECGLNCBR1OBCBDDSF,15216820
A3R2OKEJ59JRR3,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3WI0P0II62A8PZC36YC61RJFQEPRDA,63514798
AQE2H0V5SEYLL,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3WOKGM4L72YBT2JT2U77SPURL180OR,886096204819554304
A1UYVA1O1G2UJP,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3X0H8UUIT26JZKC72IH1JPDWJVPWSL,119661631
A3L2VS3998R77L,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3XIQGXAUMDQC5MX5OKFCQHV75K6X7I,50374569
A290XEBGZYQTEO,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3YJ6NA41JCY0G8WG32USZUEDUGPJPF,755598790539739137
A3AN9828C2VIDG,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3YOH7BII0AP8WCZU7Z336138VO2KV2,108610950
A30CGO77OY7WP0,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3YT88D1N09GOK3XBNPXXN6BP48B3KY,1105494120
A29S0G2P8G6HRN,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3Z7EFSHGNAWIH3S1F1NN63NL6UACX1,243812246
A19HCBT1EH8484,3OKP4QVBP2EGFI2JGBMQN21F4ABAGM,3Z7VU45IPZZNZVII0MMOMSK5AX6Z1K,114159270
